"LengthRowID","CatchRowID","FishID1","FishID2","ForkLength","Volume","Sex","ReproductiveStage","X2ndStage","AdFinPresent","VIE","ReleasedAlive","LengthRace","CWTRace","CWTNumber"
21341,2722,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21342,2722,NA,NA,92,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21343,2722,NA,NA,103,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21344,2722,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21345,2722,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21346,2723,2007,"0137",68,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21347,2723,2007,"0138",65,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21348,2723,2007,"0139",66,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21349,2723,2007,"0140",61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21350,2723,2007,"0141",65,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21351,2723,2007,"0142",66,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21352,2723,2007,"0143",63,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21353,2723,2007,"0144",65,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21354,2723,2007,"0145",63,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21355,2723,2007,"0146",63,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21356,2723,2007,"0147",65,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21357,2723,2007,"0148",65,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21358,2723,2007,"0149",62,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
21359,2723,2007,"0150",63,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21360,2723,2007,"0151",62,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21361,2723,2007,"0152",63,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21362,2723,2007,"0153",62,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21363,2723,2007,"0154",63,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21364,2723,2007,"0155",60,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21365,2724,2007,"0156",62,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21366,2724,2007,"0157",64,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
21367,2724,2007,"0158",66,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21368,2724,2007,"0159",65,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21369,2724,2007,"0160",64,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21370,2724,2007,"0161",62,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21371,2724,2007,"0162",61,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21372,2724,2007,"0163",61,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
21373,2724,2007,"0164",65,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21374,2724,2007,"0165",68,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21375,2724,2007,"0166",61,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
21376,2724,2007,"0167",63,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
21377,2724,2007,"0168",61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21378,2724,2007,"0169",60,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21379,2724,2007,"0170",63,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21380,2724,2007,"0171",62,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21381,2724,2007,"0172",61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21382,2724,2007,"0173",72,NA,2,1,NA,FALSE,FALSE,FALSE,NA,NA,NA
21383,2724,2007,"0174",63,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21384,2724,2007,"0175",64,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21385,2724,NA,NA,60,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
21386,2724,NA,NA,57,NA,1,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21387,2724,NA,NA,55,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21388,2724,NA,NA,64,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21389,2724,NA,NA,59,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21390,2724,NA,NA,59,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21391,2724,NA,NA,60,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21392,2724,NA,NA,61,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21393,2724,NA,NA,51,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21394,2724,NA,NA,61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21395,2724,NA,NA,58,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21396,2724,NA,NA,62,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21397,2724,NA,NA,59,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21398,2724,NA,NA,59,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21399,2724,NA,NA,58,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21400,2724,NA,NA,58,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21401,2724,NA,NA,64,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21402,2724,NA,NA,60,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21403,2724,NA,NA,61,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21404,2724,NA,NA,59,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21405,2724,NA,NA,58,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21406,2724,NA,NA,61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21407,2724,NA,NA,57,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21408,2724,NA,NA,55,NA,1,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21409,2724,NA,NA,65,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21410,2724,NA,NA,64,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21411,2724,NA,NA,64,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21412,2724,NA,NA,61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21413,2724,NA,NA,61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21414,2724,NA,NA,63,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21415,2725,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21416,2725,NA,NA,56,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21417,2725,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21418,2725,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21419,2725,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21420,2725,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21421,2725,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21422,2725,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21423,2725,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21424,2725,NA,NA,55,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21425,2725,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21426,2725,NA,NA,91,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21427,2725,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21428,2725,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21429,2725,NA,NA,54,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21430,2725,NA,NA,95,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21431,2725,NA,NA,61,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21432,2725,NA,NA,96,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21433,2725,NA,NA,52,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21434,2725,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21435,2725,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21436,2725,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21437,2725,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21438,2725,NA,NA,113,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21439,2725,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21440,2725,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21441,2725,NA,NA,47,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21442,2725,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21443,2725,NA,NA,89,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21444,2725,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21445,2725,NA,NA,88,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21446,2725,NA,NA,57,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21447,2725,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21448,2725,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21449,2725,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21450,2725,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21451,2725,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21452,2725,NA,NA,52,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21453,2725,NA,NA,113,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21454,2725,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21455,2725,NA,NA,62,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21456,2725,NA,NA,93,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21457,2725,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21458,2725,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21459,2725,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21460,2725,NA,NA,46,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21461,2725,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21462,2725,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21463,2725,NA,NA,86,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21464,2725,NA,NA,92,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21465,2726,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21466,2726,NA,NA,59,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21467,2726,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21468,2726,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21469,2726,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21470,2726,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21471,2726,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21472,2726,NA,NA,53,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21473,2726,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21474,2726,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21475,2726,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21476,2726,NA,NA,54,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21477,2726,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21478,2726,NA,NA,62,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21479,2727,NA,NA,162,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21480,2698,NA,NA,59,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21481,2728,NA,NA,101,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21482,2728,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21483,2728,NA,NA,91,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21484,2728,NA,NA,101,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21485,2728,NA,NA,59,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21486,2728,NA,NA,54,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21487,2728,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21488,2728,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21489,2728,NA,NA,53,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21490,2728,NA,NA,48,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21491,2728,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21492,2728,NA,NA,47,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21493,2728,NA,NA,49,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21494,2728,NA,NA,50,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21495,2728,NA,NA,52,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21496,2728,NA,NA,44,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21497,2728,NA,NA,48,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21498,2728,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21499,2728,NA,NA,52,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21500,2728,NA,NA,43,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21501,2729,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21502,2729,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21503,2730,NA,NA,58,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21504,2730,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21505,2730,NA,NA,59,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21506,2730,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21507,2730,NA,NA,45,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21508,2730,NA,NA,51,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21509,2730,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21510,2730,NA,NA,52,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21511,2730,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21512,2730,NA,NA,48,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21513,2730,NA,NA,45,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21514,2730,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21515,2730,NA,NA,53,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21516,2730,NA,NA,45,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21517,2730,NA,NA,46,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21518,2730,NA,NA,52,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21519,2730,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21520,2730,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21521,2730,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21522,2730,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21523,2730,NA,NA,89,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21524,2730,NA,NA,91,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21525,2730,NA,NA,47,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21526,2730,NA,NA,45,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21527,2730,NA,NA,48,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21528,2730,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21529,2730,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21530,2730,NA,NA,59,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21531,2730,NA,NA,47,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21532,2730,NA,NA,55,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21533,2730,NA,NA,50,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21534,2730,NA,NA,50,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21535,2730,NA,NA,60,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21536,2730,NA,NA,56,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21537,2730,NA,NA,58,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21538,2730,NA,NA,44,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21539,2730,NA,NA,53,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21540,2730,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21541,2730,NA,NA,47,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21542,2731,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21543,2732,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21544,2732,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21545,2732,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21546,2733,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21547,2733,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21548,2733,NA,NA,52,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21549,2733,NA,NA,95,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21550,2733,NA,NA,46,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21551,2733,NA,NA,54,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21552,2733,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21553,2733,NA,NA,54,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21554,2733,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21555,2733,NA,NA,60,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21556,2733,NA,NA,54,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21557,2733,NA,NA,44,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21558,2733,NA,NA,45,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21559,2733,NA,NA,51,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21560,2733,NA,NA,41,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21561,2733,NA,NA,45,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21562,2733,NA,NA,45,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21563,2734,NA,NA,260,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA
21564,2735,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21565,2736,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21566,2736,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21567,2736,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21568,2736,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21569,2736,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21570,2736,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21571,2736,NA,NA,77,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21572,2736,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21573,2736,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21574,2736,NA,NA,79,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21575,2736,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21576,2736,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21577,2736,NA,NA,63,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21578,2736,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21579,2737,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21580,2737,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21581,2737,NA,NA,91,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21582,2737,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21583,2737,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21584,2737,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21585,2737,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21586,2737,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
21587,2738,2007,"0177",63,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21588,2738,2007,"0178",62,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21589,2738,2007,"0179",64,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21590,2738,2007,"0180",57,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21591,2738,2007,"0181",59,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21592,2738,2007,"0182",61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21593,2738,2007,"0183",63,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21594,2738,2007,"0184",59,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21595,2738,2007,"0185",68,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21596,2738,2007,"0186",69,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21597,2738,2007,"0187",62,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21598,2738,2007,"0188",62,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21599,2738,2007,"0189",66,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21600,2738,2007,"0190",58,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21601,2738,2007,"0191",61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21602,2738,2007,"0192",61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21603,2738,2007,"0193",64,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21604,2738,2007,"0194",62,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21605,2738,2007,"0195",61,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21606,2738,2007,"0196",63,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21607,2738,NA,NA,61,NA,1,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21608,2738,NA,NA,62,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21609,2738,NA,NA,61,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21610,2738,NA,NA,63,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21611,2738,NA,NA,62,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21612,2738,NA,NA,62,NA,1,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21613,2738,NA,NA,60,NA,2,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21614,2738,NA,NA,61,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21615,2738,NA,NA,62,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21616,2738,NA,NA,59,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21617,2738,NA,NA,56,NA,1,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
21618,2739,2007,"0197",59,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21619,2739,2007,"0198",65,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21620,2739,2007,"0199",66,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
21621,2739,2007,"0200",64,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
